"","Date","Beach","Attendance","Month","Year"
"1853","06/21/2019","Midland",260,"June","2019"
"1854","06/21/2019","South beach",295,"June","2019"
"1855","06/21/2019","Wolfe's Pond",27,"June","2019"
"1856","06/21/2019","Cedar Grove",45,"June","2019"
"1857","06/22/2019","Orchard",54500,"June","2019"
"1858","06/22/2019","Coney Island",20500,"June","2019"
"1859","06/22/2019","Manhattan",800,"June","2019"
"1860","06/22/2019","Rockaway",220000,"June","2019"
"1861","06/22/2019","Midland",7200,"June","2019"
"1862","06/22/2019","South beach",4200,"June","2019"
"1863","06/22/2019","Wolfe's Pond",1050,"June","2019"
"1864","06/22/2019","Cedar Grove",410,"June","2019"
"1865","06/23/2019","Orchard",69300,"June","2019"
"1866","06/23/2019","Coney Island",75000,"June","2019"
"1867","06/23/2019","Manhattan",3000,"June","2019"
"1868","06/23/2019","Rockaway",232000,"June","2019"
"1869","06/23/2019","Midland",7000,"June","2019"
"1870","06/23/2019","South beach",1005,"June","2019"
"1871","06/23/2019","Wolfe's Pond",1005,"June","2019"
"1872","06/23/2019","Cedar Grove",440,"June","2019"
"1873","06/24/2019","Orchard",7000,"June","2019"
"1874","06/24/2019","Coney Island",20800,"June","2019"
"1875","06/24/2019","Manhattan",550,"June","2019"
"1876","06/24/2019","Rockaway",23500,"June","2019"
"1877","06/24/2019","Midland",750,"June","2019"
"1878","06/24/2019","South beach",950,"June","2019"
"1879","06/24/2019","Wolfe's Pond",410,"June","2019"
"1880","06/24/2019","Cedar Grove",23500,"June","2019"
"1881","06/25/2019","Orchard",45,"June","2019"
"1882","06/25/2019","Coney Island",5850,"June","2019"
"1883","06/25/2019","Manhattan",100,"June","2019"
"1884","06/25/2019","Rockaway",3000,"June","2019"
"1885","06/25/2019","Midland",375,"June","2019"
"1886","06/25/2019","South beach",450,"June","2019"
"1887","06/25/2019","Wolfe's Pond",140,"June","2019"
"1888","06/25/2019","Cedar Grove",105,"June","2019"
"1889","06/26/2019","Orchard",25800,"June","2019"
"1890","06/26/2019","Coney Island",55500,"June","2019"
"1891","06/26/2019","Manhattan",1700,"June","2019"
"1892","06/26/2019","Rockaway",60900,"June","2019"
"1893","06/26/2019","Midland",1550,"June","2019"
"1894","06/26/2019","South beach",1900,"June","2019"
"1895","06/26/2019","Wolfe's Pond",395,"June","2019"
"1896","06/26/2019","Cedar Grove",440,"June","2019"
"1897","06/27/2019","Orchard",26500,"June","2019"
"1898","06/27/2019","Coney Island",75000,"June","2019"
"1899","06/27/2019","Manhattan",1800,"June","2019"
"1900","06/27/2019","Rockaway",70000,"June","2019"
"1901","06/27/2019","Midland",7300,"June","2019"
"1902","06/27/2019","South beach",3800,"June","2019"
"1903","06/27/2019","Wolfe's Pond",425,"June","2019"
"1904","06/27/2019","Cedar Grove",400,"June","2019"
"1905","06/28/2019","Orchard",10200,"June","2019"
"1906","06/28/2019","Coney Island",57000,"June","2019"
"1907","06/28/2019","Manhattan",2000,"June","2019"
"1908","06/28/2019","Rockaway",112000,"June","2019"
"1909","06/28/2019","Midland",2500,"June","2019"
"1910","06/28/2019","South beach",2900,"June","2019"
"1911","06/28/2019","Wolfe's Pond",375,"June","2019"
"1912","06/28/2019","Cedar Grove",350,"June","2019"
"1913","06/29/2019","Orchard",26500,"June","2019"
"1914","06/29/2019","Coney Island",75000,"June","2019"
"1915","06/29/2019","Manhattan",1800,"June","2019"
"1916","06/29/2019","Rockaway",70000,"June","2019"
"1917","06/29/2019","Midland",7300,"June","2019"
"1918","06/29/2019","South beach",3800,"June","2019"
"1919","06/29/2019","Wolfe's Pond",425,"June","2019"
"1920","06/29/2019","Cedar Grove",400,"June","2019"
"1921","06/30/2019","Orchard",62500,"June","2019"
"1922","06/30/2019","Coney Island",98000,"June","2019"
"1923","06/30/2019","Manhattan",2100,"June","2019"
"1924","06/30/2019","Rockaway",125000,"June","2019"
"1925","06/30/2019","Midland",5700,"June","2019"
"1926","06/30/2019","South beach",6300,"June","2019"
"1927","06/30/2019","Wolfe's Pond",800,"June","2019"
"1928","06/30/2019","Cedar Grove",470,"June","2019"
"1929","07/01/2019","Orchard",11100,"July","2019"
"1930","07/01/2019","Coney Island",28000,"July","2019"
"1931","07/01/2019","Manhattan",1000,"July","2019"
"1932","07/01/2019","Rockaway",77500,"July","2019"
"1933","07/01/2019","Midland",1700,"July","2019"
"1934","07/01/2019","South beach",2200,"July","2019"
"1935","07/01/2019","Wolfe's Pond",260,"July","2019"
"1936","07/01/2019","Cedar Grove",270,"July","2019"
"1937","07/02/2019","Orchard",2700,"July","2019"
"1938","07/02/2019","Coney Island",9800,"July","2019"
"1939","07/02/2019","Manhattan",900,"July","2019"
"1940","07/02/2019","Rockaway",19500,"July","2019"
"1941","07/02/2019","Midland",2200,"July","2019"
"1942","07/02/2019","South beach",3200,"July","2019"
"1943","07/02/2019","Wolfe's Pond",286,"July","2019"
"1944","07/02/2019","Cedar Grove",235,"July","2019"
"1945","07/03/2019","Orchard",4800,"July","2019"
"1946","07/03/2019","Coney Island",11500,"July","2019"
"1947","07/03/2019","Manhattan",1500,"July","2019"
"1948","07/03/2019","Rockaway",21500,"July","2019"
"1949","07/03/2019","Midland",2200,"July","2019"
"1950","07/03/2019","South beach",2700,"July","2019"
"1951","07/03/2019","Wolfe's Pond",150,"July","2019"
"1952","07/03/2019","Cedar Grove",180,"July","2019"
"1953","07/04/2019","Orchard",100000,"July","2019"
"1954","07/04/2019","Coney Island",220000,"July","2019"
"1955","07/04/2019","Manhattan",26800,"July","2019"
"1956","07/04/2019","Rockaway",210000,"July","2019"
"1957","07/04/2019","Midland",8000,"July","2019"
"1958","07/04/2019","South beach",8800,"July","2019"
"1959","07/04/2019","Wolfe's Pond",2625,"July","2019"
"1960","07/04/2019","Cedar Grove",650,"July","2019"
"1961","07/05/2019","Orchard",2400,"July","2019"
"1962","07/05/2019","Coney Island",58000,"July","2019"
"1963","07/05/2019","Manhattan",2500,"July","2019"
"1964","07/05/2019","Rockaway",42000,"July","2019"
"1965","07/05/2019","Midland",1350,"July","2019"
"1966","07/05/2019","South beach",1550,"July","2019"
"1967","07/05/2019","Wolfe's Pond",400,"July","2019"
"1968","07/05/2019","Cedar Grove",170,"July","2019"
"1969","07/06/2019","Orchard",15800,"July","2019"
"1970","07/06/2019","Coney Island",23500,"July","2019"
"1971","07/06/2019","Manhattan",900,"July","2019"
"1972","07/06/2019","Rockaway",35000,"July","2019"
"1973","07/06/2019","Midland",3700,"July","2019"
"1974","07/06/2019","South beach",3950,"July","2019"
"1975","07/06/2019","Wolfe's Pond",625,"July","2019"
"1976","07/06/2019","Cedar Grove",150,"July","2019"
"1977","07/07/2019","Orchard",67300,"July","2019"
"1978","07/07/2019","Coney Island",81000,"July","2019"
"1979","07/07/2019","Manhattan",2500,"July","2019"
"1980","07/07/2019","Rockaway",61500,"July","2019"
"1981","07/07/2019","Midland",6000,"July","2019"
"1982","07/07/2019","South beach",5700,"July","2019"
"1983","07/07/2019","Wolfe's Pond",625,"July","2019"
"1984","07/07/2019","Cedar Grove",350,"July","2019"
"1985","07/08/2019","Orchard",500,"July","2019"
"1986","07/08/2019","Coney Island",6600,"July","2019"
"1987","07/08/2019","Manhattan",250,"July","2019"
"1988","07/08/2019","Rockaway",18000,"July","2019"
"1989","07/08/2019","Midland",750,"July","2019"
"1990","07/08/2019","South beach",1100,"July","2019"
"1991","07/08/2019","Wolfe's Pond",90,"July","2019"
"1992","07/08/2019","Cedar Grove",160,"July","2019"
"1993","07/09/2019","Orchard",5600,"July","2019"
"1994","07/09/2019","Coney Island",12500,"July","2019"
"1995","07/09/2019","Manhattan",800,"July","2019"
"1996","07/09/2019","Rockaway",6500,"July","2019"
"1997","07/09/2019","Midland",950,"July","2019"
"1998","07/09/2019","South beach",1225,"July","2019"
"1999","07/09/2019","Wolfe's Pond",140,"July","2019"
"2000","07/09/2019","Cedar Grove",210,"July","2019"
"2001","07/10/2019","Orchard",4400,"July","2019"
"2002","07/10/2019","Coney Island",47000,"July","2019"
"2003","07/10/2019","Manhattan",1100,"July","2019"
"2004","07/10/2019","Rockaway",20300,"July","2019"
"2005","07/10/2019","Midland",3400,"July","2019"
"2006","07/10/2019","South beach",4200,"July","2019"
"2007","07/10/2019","Wolfe's Pond",260,"July","2019"
"2008","07/10/2019","Cedar Grove",180,"July","2019"
"2009","07/11/2019","Orchard",4010,"July","2019"
"2010","07/11/2019","Coney Island",8200,"July","2019"
"2011","07/11/2019","Manhattan",300,"July","2019"
"2012","07/11/2019","Rockaway",17000,"July","2019"
"2013","07/11/2019","Midland",2100,"July","2019"
"2014","07/11/2019","South beach",2700,"July","2019"
"2015","07/11/2019","Wolfe's Pond",150,"July","2019"
"2016","07/11/2019","Cedar Grove",130,"July","2019"
"2017","07/12/2019","Orchard",3500,"July","2019"
"2018","07/12/2019","Coney Island",68500,"July","2019"
"2019","07/12/2019","Manhattan",400,"July","2019"
"2020","07/12/2019","Rockaway",25000,"July","2019"
"2021","07/12/2019","Midland",1650,"July","2019"
"2022","07/12/2019","South beach",1925,"July","2019"
"2023","07/12/2019","Wolfe's Pond",320,"July","2019"
"2024","07/12/2019","Cedar Grove",155,"July","2019"
"2025","07/13/2019","Orchard",73500,"July","2019"
"2026","07/13/2019","Coney Island",100000,"July","2019"
"2027","07/13/2019","Manhattan",6300,"July","2019"
"2028","07/13/2019","Rockaway",160000,"July","2019"
"2029","07/13/2019","Midland",39000,"July","2019"
"2030","07/13/2019","South beach",28500,"July","2019"
"2031","07/13/2019","Wolfe's Pond",1100,"July","2019"
"2032","07/13/2019","Cedar Grove",390,"July","2019"
"2033","07/14/2019","Orchard",64300,"July","2019"
"2034","07/14/2019","Coney Island",118500,"July","2019"
"2035","07/14/2019","Manhattan",5700,"July","2019"
"2036","07/14/2019","Rockaway",156000,"July","2019"
"2037","07/14/2019","Midland",37000,"July","2019"
"2038","07/14/2019","South beach",27500,"July","2019"
"2039","07/14/2019","Wolfe's Pond",260,"July","2019"
"2040","07/14/2019","Cedar Grove",450,"July","2019"
"2041","07/15/2019","Orchard",1000,"July","2019"
"2042","07/15/2019","Coney Island",9000,"July","2019"
"2043","07/15/2019","Manhattan",600,"July","2019"
"2044","07/15/2019","Rockaway",14800,"July","2019"
"2045","07/15/2019","Midland",1100,"July","2019"
"2046","07/15/2019","South beach",1250,"July","2019"
"2047","07/15/2019","Wolfe's Pond",150,"July","2019"
"2048","07/15/2019","Cedar Grove",220,"July","2019"
"2049","07/16/2019","Orchard",3000,"July","2019"
"2050","07/16/2019","Coney Island",12000,"July","2019"
"2051","07/16/2019","Manhattan",900,"July","2019"
"2052","07/16/2019","Rockaway",11000,"July","2019"
"2053","07/16/2019","Midland",1150,"July","2019"
"2054","07/16/2019","South beach",1350,"July","2019"
"2055","07/16/2019","Wolfe's Pond",280,"July","2019"
"2056","07/16/2019","Cedar Grove",210,"July","2019"
"2057","07/17/2019","Orchard",6500,"July","2019"
"2058","07/17/2019","Coney Island",22000,"July","2019"
"2059","07/17/2019","Manhattan",1300,"July","2019"
"2060","07/17/2019","Rockaway",11000,"July","2019"
"2061","07/17/2019","Midland",1550,"July","2019"
"2062","07/17/2019","South beach",2100,"July","2019"
"2063","07/17/2019","Wolfe's Pond",1100,"July","2019"
"2064","07/17/2019","Cedar Grove",110,"July","2019"
"2065","07/18/2019","Orchard",150,"July","2019"
"2066","07/18/2019","Coney Island",5500,"July","2019"
"2067","07/18/2019","Manhattan",150,"July","2019"
"2068","07/18/2019","Rockaway",11000,"July","2019"
"2069","07/18/2019","Midland",575,"July","2019"
"2070","07/18/2019","South beach",900,"July","2019"
"2071","07/18/2019","Wolfe's Pond",225,"July","2019"
"2072","07/18/2019","Cedar Grove",150,"July","2019"
"2073","07/19/2019","Orchard",4030,"July","2019"
"2074","07/19/2019","Coney Island",82000,"July","2019"
"2075","07/19/2019","Manhattan",1400,"July","2019"
"2076","07/19/2019","Rockaway",75000,"July","2019"
"2077","07/19/2019","Midland",1725,"July","2019"
"2078","07/19/2019","South beach",2150,"July","2019"
"2079","07/19/2019","Wolfe's Pond",200,"July","2019"
"2080","07/19/2019","Cedar Grove",310,"July","2019"
"2081","07/20/2019","Orchard",78700,"July","2019"
"2082","07/20/2019","Coney Island",135000,"July","2019"
"2083","07/20/2019","Manhattan",7800,"July","2019"
"2084","07/20/2019","Rockaway",285000,"July","2019"
"2085","07/20/2019","Midland",6000,"July","2019"
"2086","07/20/2019","South beach",7500,"July","2019"
"2087","07/20/2019","Wolfe's Pond",280,"July","2019"
"2088","07/20/2019","Cedar Grove",480,"July","2019"
"2089","07/21/2019","Orchard",60000,"July","2019"
"2090","07/21/2019","Coney Island",105000,"July","2019"
"2091","07/21/2019","Manhattan",9000,"July","2019"
"2092","07/21/2019","Rockaway",137000,"July","2019"
"2093","07/21/2019","Midland",6100,"July","2019"
"2094","07/21/2019","South beach",7300,"July","2019"
"2095","07/21/2019","Wolfe's Pond",325,"July","2019"
"2096","07/21/2019","Cedar Grove",580,"July","2019"
"2097","07/22/2019","Orchard",1500,"July","2019"
"2098","07/22/2019","Coney Island",6000,"July","2019"
"2099","07/22/2019","Manhattan",450,"July","2019"
"2100","07/22/2019","Rockaway",8000,"July","2019"
"2101","07/22/2019","Midland",850,"July","2019"
"2102","07/22/2019","South beach",750,"July","2019"
"2103","07/22/2019","Wolfe's Pond",160,"July","2019"
"2104","07/22/2019","Cedar Grove",80,"July","2019"
"2105","07/23/2019","Orchard",55,"July","2019"
"2106","07/23/2019","Coney Island",750,"July","2019"
"2107","07/23/2019","Manhattan",250,"July","2019"
"2108","07/23/2019","Rockaway",2850,"July","2019"
"2109","07/23/2019","Midland",250,"July","2019"
"2110","07/23/2019","South beach",350,"July","2019"
"2111","07/23/2019","Wolfe's Pond",125,"July","2019"
"2112","07/23/2019","Cedar Grove",25,"July","2019"
"2113","07/24/2019","Orchard",800,"July","2019"
"2114","07/24/2019","Coney Island",22000,"July","2019"
"2115","07/24/2019","Manhattan",650,"July","2019"
"2116","07/24/2019","Rockaway",8000,"July","2019"
"2117","07/24/2019","Midland",1100,"July","2019"
"2118","07/24/2019","South beach",1375,"July","2019"
"2119","07/24/2019","Wolfe's Pond",275,"July","2019"
"2120","07/24/2019","Cedar Grove",175,"July","2019"
"2121","07/25/2019","Orchard",2800,"July","2019"
"2122","07/25/2019","Coney Island",15000,"July","2019"
"2123","07/25/2019","Manhattan",1300,"July","2019"
"2124","07/25/2019","Rockaway",9000,"July","2019"
"2125","07/25/2019","Midland",1525,"July","2019"
"2126","07/25/2019","South beach",1900,"July","2019"
"2127","07/25/2019","Wolfe's Pond",310,"July","2019"
"2128","07/25/2019","Cedar Grove",280,"July","2019"
"2129","07/26/2019","Orchard",6200,"July","2019"
"2130","07/26/2019","Coney Island",13500,"July","2019"
"2131","07/26/2019","Manhattan",1600,"July","2019"
"2132","07/26/2019","Rockaway",18000,"July","2019"
"2133","07/26/2019","Midland",1370,"July","2019"
"2134","07/26/2019","South beach",1750,"July","2019"
"2135","07/26/2019","Wolfe's Pond",315,"July","2019"
"2136","07/26/2019","Cedar Grove",235,"July","2019"
"2137","07/27/2019","Orchard",34500,"July","2019"
"2138","07/27/2019","Coney Island",70000,"July","2019"
"2139","07/27/2019","Manhattan",9500,"July","2019"
"2140","07/27/2019","Rockaway",155000,"July","2019"
"2141","07/27/2019","Midland",13500,"July","2019"
"2142","07/27/2019","South beach",13000,"July","2019"
"2143","07/27/2019","Wolfe's Pond",610,"July","2019"
"2144","07/27/2019","Cedar Grove",480,"July","2019"
"2145","07/28/2019","Orchard",75200,"July","2019"
"2146","07/28/2019","Coney Island",20500,"July","2019"
"2147","07/28/2019","Manhattan",6500,"July","2019"
"2148","07/28/2019","Rockaway",115000,"July","2019"
"2149","07/28/2019","Midland",12500,"July","2019"
"2150","07/28/2019","South beach",11500,"July","2019"
"2151","07/28/2019","Wolfe's Pond",900,"July","2019"
"2152","07/28/2019","Cedar Grove",600,"July","2019"
"2153","07/29/2019","Orchard",3900,"July","2019"
"2154","07/29/2019","Coney Island",8500,"July","2019"
"2155","07/29/2019","Manhattan",700,"July","2019"
"2156","07/29/2019","Rockaway",21500,"July","2019"
"2157","07/29/2019","Midland",1250,"July","2019"
"2158","07/29/2019","South beach",1450,"July","2019"
"2159","07/29/2019","Wolfe's Pond",200,"July","2019"
"2160","07/29/2019","Cedar Grove",250,"July","2019"
"2161","07/30/2019","Orchard",6200,"July","2019"
"2162","07/30/2019","Coney Island",6500,"July","2019"
"2163","07/30/2019","Manhattan",800,"July","2019"
"2164","07/30/2019","Rockaway",54700,"July","2019"
"2165","07/30/2019","Midland",1450,"July","2019"
"2166","07/30/2019","South beach",1750,"July","2019"
"2167","07/30/2019","Wolfe's Pond",400,"July","2019"
"2168","07/30/2019","Cedar Grove",100,"July","2019"
"2169","07/31/2019","Orchard",1250,"July","2019"
"2170","07/31/2019","Coney Island",3100,"July","2019"
"2171","07/31/2019","Manhattan",525,"July","2019"
"2172","07/31/2019","Rockaway",2700,"July","2019"
"2173","07/31/2019","Midland",775,"July","2019"
"2174","07/31/2019","South beach",1050,"July","2019"
"2175","07/31/2019","Wolfe's Pond",40,"July","2019"
"2176","07/31/2019","Cedar Grove",100,"July","2019"
"2177","08/01/2019","Orchard",1525,"August","2019"
"2178","08/01/2019","Coney Island",42000,"August","2019"
"2179","08/01/2019","Manhattan",800,"August","2019"
"2180","08/01/2019","Rockaway",12500,"August","2019"
"2181","08/01/2019","Midland",1900,"August","2019"
"2182","08/01/2019","South beach",2275,"August","2019"
"2183","08/01/2019","Wolfe's Pond",225,"August","2019"
"2184","08/01/2019","Cedar Grove",190,"August","2019"
"2185","08/02/2019","Orchard",1900,"August","2019"
"2186","08/02/2019","Coney Island",6700,"August","2019"
"2187","08/02/2019","Manhattan",750,"August","2019"
"2188","08/02/2019","Rockaway",32500,"August","2019"
"2189","08/02/2019","Midland",1175,"August","2019"
"2190","08/02/2019","South beach",1500,"August","2019"
"2191","08/02/2019","Wolfe's Pond",165,"August","2019"
"2192","08/02/2019","Cedar Grove",170,"August","2019"
"2193","08/03/2019","Orchard",23200,"August","2019"
"2194","08/03/2019","Coney Island",97000,"August","2019"
"2195","08/03/2019","Manhattan",6000,"August","2019"
